iter	MultiClass
0	1.760317232
1	1.62456826
2	1.49919692
3	1.396877216
4	1.311654228
5	1.238419103
6	1.173170017
7	1.102974841
8	1.050436778
9	0.9964369232
10	0.9500244112
11	0.9173297754
12	0.8785434873
13	0.8454374789
14	0.8127741234
15	0.7839862826
16	0.7553843555
17	0.7298723217
18	0.7101656173
19	0.6895154125
20	0.6705094812
21	0.6517549322
22	0.6296459892
23	0.6064511769
24	0.5838947509
25	0.5657284825
26	0.5571204329
27	0.5476530703
28	0.5353217177
29	0.5252457335
30	0.5135217768
31	0.5060046808
32	0.4964282464
33	0.4848704297
34	0.4751423324
35	0.4662846188
36	0.4569435484
37	0.451022992
38	0.4374581862
39	0.4295758208
40	0.4240000832
41	0.4172075274
42	0.4102448039
43	0.4037601455
44	0.3982363498
45	0.3912616351
46	0.385551902
47	0.3814903642
48	0.3746971825
49	0.3694748604
50	0.3653443322
51	0.3563757272
52	0.3515070518
53	0.3461268705
54	0.3421266369
55	0.3381660471
56	0.3338643286
57	0.3317603609
58	0.3292469985
59	0.325998145
60	0.3237482062
61	0.3201217791
62	0.3149028967
63	0.3117876939
64	0.3084276976
65	0.3057579983
66	0.3021570883
67	0.2978211834
68	0.2938570864
69	0.290188802
70	0.2856166745
71	0.2842480467
72	0.2808518082
73	0.2781005874
74	0.2752723732
75	0.2732947443
76	0.2706772678
77	0.2686882238
78	0.266693743
79	0.2642994496
80	0.2631126841
81	0.2614031201
82	0.2590956268
83	0.2559701142
84	0.2507269901
85	0.2476433178
86	0.2433716361
87	0.2415500466
88	0.2368779801
89	0.2347224098
90	0.2318132036
91	0.2297575204
92	0.2282184611
93	0.2272193087
94	0.2234593203
95	0.2194218789
96	0.2170051137
97	0.2149510888
98	0.2110022747
99	0.2091836944
100	0.2073402719
101	0.2064363258
102	0.2044894032
103	0.2014422201
104	0.1977617779
105	0.1958818442
106	0.1919832796
107	0.1906886673
108	0.1891144442
109	0.1873049941
110	0.1859620773
111	0.1832421652
112	0.1813290049
113	0.1798776483
114	0.1792509441
115	0.1766263004
116	0.175701041
