iter	MultiClass
427	0.03906299384
428	0.03898327954
429	0.03883822059
430	0.03879119156
431	0.03873956894
432	0.03866777687
433	0.0385479741
434	0.03837402703
435	0.03824828516
436	0.03812115442
437	0.03803304877
438	0.03779821662
439	0.03771045124
440	0.03758169732
441	0.03754255192
442	0.03746043362
443	0.03734989354
444	0.03725003093
445	0.03719757984
446	0.03709662635
447	0.03704154754
448	0.03692147599
449	0.03682503333
450	0.03665392859
451	0.03658700281
452	0.03653018622
453	0.03646501283
454	0.03638386438
455	0.03617188815
456	0.03605795862
457	0.03592186696
458	0.03586070197
459	0.03577134959
460	0.03573294514
461	0.03569797004
462	0.03563147666
463	0.03547330087
464	0.03532887437
465	0.03528110723
466	0.03522796599
467	0.03516273682
468	0.03509195414
469	0.03494735298
470	0.03485711091
471	0.03469094164
472	0.03462554423
473	0.0345801074
474	0.03449302627
475	0.03422799821
476	0.03421093599
477	0.03409868405
478	0.03400080929
479	0.03391109744
480	0.03385920901
481	0.03378546858
482	0.03367451128
483	0.03359589529
484	0.03349342509
485	0.03339913752
486	0.03334901074
487	0.03327617928
488	0.03319073683
489	0.03307363231
490	0.03302782175
491	0.03291962914
492	0.03282709022
493	0.03274407288
494	0.03269315164
495	0.03262168696
496	0.03249427192
497	0.03239381448
498	0.03234267019
499	0.03229872161
500	0.03221296282
501	0.03213705317
502	0.03203500355
503	0.03196908653
504	0.03187347596
505	0.03178145312
506	0.03172080926
507	0.03162219159
508	0.0315428496
509	0.03139837004
510	0.03127047665
511	0.03119824855
512	0.03104043214
513	0.0309704478
514	0.03088629599
515	0.03072799299
516	0.03065970958
517	0.03057647635
518	0.03050461358
519	0.03038661533
520	0.03031919496
521	0.03024890028
522	0.03022736819
523	0.03016796425
524	0.03009916111
525	0.02984943689
526	0.02976873526
527	0.02967521419
528	0.02960851974
529	0.02952869974
530	0.02949215974
531	0.0294115758
532	0.02929075916
533	0.0292453644
534	0.02918956585
535	0.02912955241
536	0.02890408998
537	0.02883815866
538	0.02875885817
539	0.02869529105
540	0.02863111357
541	0.02856081529
542	0.02853293896
543	0.02849405805
544	0.02842910762
545	0.02833661809
546	0.02829177386
547	0.02824737596
548	0.02819289101
549	0.02815528271
550	0.02810551132
551	0.02805720318
552	0.02801379798
553	0.02796546437
554	0.02790983207
555	0.0278306414
556	0.02777597083
557	0.02773565288
558	0.02767037647
559	0.02765573827
560	0.02759026327
561	0.02756145278
562	0.0275044823
563	0.02744614055
564	0.02738786856
565	0.02733486221
566	0.02728374781
567	0.02724287495
568	0.02721509886
569	0.0271337248
570	0.02706461771
571	0.02702141387
572	0.02697472913
573	0.02693766233
574	0.02688488331
575	0.02679315211
576	0.02670081995
577	0.02663045135
578	0.02658838846
579	0.02651048274
580	0.02645945967
581	0.02637562289
582	0.02634839502
583	0.02630500668
584	0.02628332336
585	0.02619726349
586	0.02612436655
587	0.0260930205
588	0.02605782119
589	0.02602207923
590	0.02598269596
591	0.02593993133
592	0.02590463795
593	0.02584410592
594	0.02577713207
595	0.02571975367
596	0.02569372187
597	0.02564821558
598	0.02548637291
599	0.02544048619
600	0.02531463964
601	0.02526617488
602	0.02520743588
603	0.02513163306
604	0.02506643131
605	0.02500672978
606	0.02496473256
607	0.02493078395
608	0.02488864905
609	0.02485299469
610	0.02482350544
611	0.02472640575
612	0.02470000367
613	0.02465369281
614	0.02461563273
615	0.02457154097
616	0.02454884751
617	0.02450967146
618	0.02443277308
619	0.02437699522
620	0.02427530143
621	0.02423029113
622	0.02409018725
623	0.02403885747
624	0.0240011812
625	0.02394726444
626	0.0239167426
627	0.02382554522
628	0.02378627693
629	0.02371376416
630	0.02367318438
631	0.0236291681
632	0.02359738765
633	0.02356606842
634	0.02351241103
635	0.02345713319
636	0.02340824468
637	0.0233368805
638	0.02328113993
639	0.02321923287
640	0.0231891519
641	0.02315804273
642	0.02312436958
643	0.02306993741
644	0.02302983763
645	0.02299903263
646	0.02293075734
647	0.02286301846
648	0.02280627107
649	0.02275574398
650	0.02273015054
651	0.0227047412
652	0.02267385584
653	0.02264306556
654	0.02260076272
655	0.02256640669
656	0.02251665873
657	0.02248869978
658	0.02243290113
659	0.02240684922
660	0.02236991857
661	0.02232735119
662	0.0222966393
663	0.02223594847
664	0.02221458434
665	0.02217608072
666	0.02213670441
667	0.02209747136
668	0.02205215107
669	0.02202710849
670	0.02198668347
671	0.02194764787
672	0.02189405817
673	0.02187644998
674	0.02185850244
675	0.02182288002
676	0.0217946385
677	0.02173614901
678	0.02168491907
679	0.02161538034
680	0.02156988468
681	0.02154675057
682	0.02151039719
683	0.02148458903
684	0.02142191696
685	0.02136138488
686	0.02132445568
687	0.02131013064
688	0.02126446371
689	0.02122530996
690	0.02120310217
691	0.02113559641
692	0.02109857045
693	0.02106232766
694	0.02103643295
695	0.0209608666
696	0.02092757844
697	0.0209059724
698	0.02089575935
699	0.02085716143
700	0.02082535737
701	0.02078158546
702	0.02074216857
703	0.02072400083
704	0.02070377615
705	0.02067060644
706	0.02064755009
707	0.02062034972
708	0.0205731818
709	0.02054909356
710	0.02052926621
711	0.02050323379
712	0.02047409445
713	0.02042910765
714	0.02041336757
715	0.02037547189
716	0.02034259346
717	0.02031572985
718	0.02027979303
719	0.02027029441
720	0.02021244043
721	0.02019456333
722	0.02016081845
723	0.02012331556
724	0.02008209409
725	0.02005580858
726	0.02000156478
727	0.01996869488
728	0.01993582588
729	0.01987203461
730	0.01984547911
731	0.01982476375
732	0.01972538252
733	0.01968149581
734	0.01965501191
735	0.01960013948
736	0.01957998054
737	0.01954530732
738	0.01952662801
739	0.01949588539
740	0.01939947027
741	0.01934896525
742	0.01930916953
743	0.01928321541
744	0.01925537182
745	0.01922031557
746	0.01920314173
747	0.01917322336
748	0.01914293944
749	0.01911874706
750	0.01903463752
751	0.01900542432
752	0.01898583175
753	0.01894586867
754	0.01891001726
755	0.01888345173
756	0.01883257865
757	0.01881112369
758	0.01878110282
759	0.01872450991
760	0.01869662026
761	0.01867905084
762	0.01864449724
763	0.01862532917
764	0.01860979986
765	0.01859041158
766	0.01857018527
767	0.01852932433
768	0.01849398428
769	0.01845803574
770	0.01842726497
771	0.0184065897
772	0.01838813544
773	0.01837136332
774	0.01835474018
775	0.01831653826
776	0.0182910558
777	0.01827829785
778	0.01824542138
779	0.01822537525
780	0.01819100336
781	0.01816239862
782	0.018138946
783	0.01810928551
784	0.0180584221
785	0.01803661142
786	0.01801486256
787	0.01797716998
788	0.01793921838
789	0.0179113765
790	0.01787255396
791	0.01784868919
792	0.01782437801
793	0.01780878629
794	0.0177776199
795	0.0177632308
796	0.0177393841
797	0.01772672778
798	0.01770645226
799	0.01768854184
800	0.01767439301
801	0.0176432545
802	0.01760681101
803	0.01759792476
804	0.01757251979
805	0.01755090718
806	0.01752751089
807	0.01750234583
808	0.01747594964
809	0.01744321561
810	0.01742259674
811	0.01740704845
812	0.01737146883
813	0.01734639549
814	0.01732697149
815	0.01731650475
816	0.01730044446
817	0.01727363653
818	0.01724913932
819	0.01723582294
820	0.01719225202
821	0.01712350291
822	0.01710007103
823	0.01708219255
824	0.01705590333
825	0.017008563
826	0.0169913604
827	0.0169689585
828	0.0169342166
829	0.01690097944
830	0.01687374474
831	0.01685825159
832	0.01684031357
833	0.01681955768
834	0.01681351721
835	0.01679290467
836	0.01675446225
837	0.016737053
838	0.01670154532
839	0.01667785916
840	0.01664881762
841	0.01662858183
842	0.01660886536
843	0.01658690542
844	0.01656197759
845	0.01654478878
846	0.01653089052
847	0.01652119757
848	0.01650427442
849	0.01649385118
850	0.01644617343
851	0.01640384276
852	0.01636813594
853	0.0163429312
854	0.01631488875
855	0.01630295146
856	0.01629169682
857	0.01626611127
858	0.01624462867
859	0.01622719418
860	0.01618088411
861	0.01614664982
862	0.01613242253
863	0.01608161759
864	0.01606265491
865	0.0160515867
866	0.01603580942
867	0.01600619959
868	0.01598641671
869	0.01595389942
870	0.01591401765
871	0.01589621122
872	0.01586242469
873	0.01582662565
874	0.01578972732
875	0.01577832482
876	0.01575337079
877	0.01572277879
878	0.01570500718
879	0.01568711372
880	0.01565077538
881	0.01560905155
882	0.01557912219
883	0.01554744115
884	0.01552320631
885	0.01550743034
886	0.01548138896
887	0.01545986624
888	0.01543609162
889	0.01542057071
890	0.01537105269
891	0.01535779276
892	0.01535053275
893	0.01532622255
894	0.01530375834
895	0.01529122222
896	0.01528047711
897	0.01526239248
898	0.01524591457
899	0.01523526698
900	0.0152219201
901	0.01519422362
902	0.0151786074
903	0.0151683797
904	0.01511337651
905	0.01509592737
906	0.0150653798
907	0.01505145599
908	0.01499007169
909	0.01494263881
910	0.0149179951
911	0.01489668791
912	0.01487257783
913	0.01486067232
914	0.01483352889
915	0.01482301311
916	0.01480277504
917	0.01478697149
918	0.01476116285
919	0.01474245845
920	0.01471354774
921	0.01468812301
922	0.01467474629
923	0.01465649808
924	0.0146414398
925	0.01461683212
926	0.01460280118
927	0.01459078234
928	0.01457300985
929	0.01455874992
930	0.01454354687
931	0.01452006886
932	0.01448316618
933	0.01446643146
934	0.01445413543
935	0.01443049253
936	0.0144187642
937	0.01440026037
938	0.01438233487
939	0.0143459024
940	0.01433282896
941	0.01432275118
942	0.01430438925
943	0.014292974
944	0.01428418734
945	0.01426342308
946	0.01424179953
947	0.01422399272
948	0.01420987344
949	0.01418685751
950	0.01416350095
951	0.01415245736
952	0.01414031927
953	0.01412132718
954	0.01410877454
955	0.01409737741
956	0.01407263912
957	0.01406280775
958	0.01403075497
959	0.01401806964
960	0.01398157799
961	0.0139676383
962	0.01394877781
963	0.01392123659
964	0.01389891179
965	0.01387206712
966	0.01386478747
967	0.01383453378
968	0.01381136426
969	0.01379127745
970	0.01376370548
971	0.01375172022
972	0.01373845532
973	0.01371163905
974	0.0136935178
975	0.01366676992
976	0.01366191124
977	0.01365425698
978	0.0136390946
979	0.01361633911
980	0.01359373598
981	0.01357664454
982	0.01356056137
983	0.0135488248
984	0.01353499427
985	0.01351608539
986	0.01349691952
987	0.01347553264
988	0.01346975896
989	0.01344606022
990	0.01343520615
991	0.01341617383
992	0.01338588024
993	0.01336624113
994	0.01334762968
995	0.0133361464
996	0.01332097661
997	0.01330616147
998	0.01329040463
999	0.01327286873
